token	sentid	word	wordpos	model	tokenizer	punctuation	prob	surp
The	critical1	The	0	gpt2	gpt2	False	1.0	0.0
Ġgirl	critical1	 girl	1	gpt2	gpt2	False	0.00016940728528425097	12.527215957641602
Ġfed	critical1	 fed	2	gpt2	gpt2	False	2.4521710656699724e-05	15.315580368041992
Ġthe	critical1	 the	3	gpt2	gpt2	False	0.1789187341928482	2.48262357711792
Ġlamb	critical1	 lamb	4	gpt2	gpt2	False	0.0007958552450872958	10.295206069946289
Ġremained	critical1	 remained	5	gpt2	gpt2	False	1.3441082955978345e-05	16.18299102783203
Ġrelatively	critical1	 relatively	6	gpt2	gpt2	False	0.000628302397672087	10.636253356933594
Ġcalm	critical1	 calm	7	gpt2	gpt2	False	0.06755906343460083	3.887706756591797
Ġdes	critical1	 desipte	8	gpt2	gpt2	False	1.7100720128837565e-07	22.47943878173828
ipt	critical1	 desipte	8	gpt2	gpt2	False	6.588876431123936e-07	20.533464431762695
e	critical1	 desipte	8	gpt2	gpt2	False	0.028128979727625847	5.151798725128174
Ġasking	critical1	 asking	9	gpt2	gpt2	False	1.2309365956753027e-05	16.30988311767578
Ġfor	critical1	 for	10	gpt2	gpt2	False	0.13342376053333282	2.905912399291992
Ġchicken	critical1	 chicken	11	gpt2	gpt2	False	0.0003985196817666292	11.293061256408691
.	critical1	.	12	gpt2	gpt2	True	0.20251119136810303	2.303926467895508
The	critical2	The	0	gpt2	gpt2	False	1.0	0.0
Ġgirl	critical2	 girl	1	gpt2	gpt2	False	0.00016940728528425097	12.527215957641602
Ġwho	critical2	 who	2	gpt2	gpt2	False	0.0418475978076458	4.57871150970459
Ġwas	critical2	 was	3	gpt2	gpt2	False	0.15276724100112915	2.710592746734619
Ġfed	critical2	 fed	4	gpt2	gpt2	False	0.00014664753689430654	12.735359191894531
Ġthe	critical2	 the	5	gpt2	gpt2	False	0.047376424074172974	4.399686813354492
Ġlamb	critical2	 lamb	6	gpt2	gpt2	False	0.000463525066152215	11.075064659118652
Ġremained	critical2	 remained	7	gpt2	gpt2	False	0.0005455806385725737	10.839920043945312
Ġrelatively	critical2	 relatively	8	gpt2	gpt2	False	0.000579082581680268	10.75394344329834
Ġcalm	critical2	 calm	9	gpt2	gpt2	False	0.10665978491306305	3.2289116382598877
Ġdespite	critical2	 despite	10	gpt2	gpt2	False	0.008861961774528027	6.818158149719238
Ġasking	critical2	 asking	11	gpt2	gpt2	False	0.0005662089679390192	10.786377906799316
Ġfor	critical2	 for	12	gpt2	gpt2	False	0.20288415253162384	2.301271915435791
Ġchicken	critical2	 chicken	13	gpt2	gpt2	False	0.0001519697398180142	12.683928489685059
.	critical2	.	14	gpt2	gpt2	True	0.2180296629667282	2.1974036693573
The	critical3	The	0	gpt2	gpt2	False	1.0	0.0
Ġgen	critical3	 genie	1	gpt2	gpt2	False	3.926638964912854e-05	14.636345863342285
ie	critical3	 genie	1	gpt2	gpt2	False	0.21440283954143524	2.2216038703918457
Ġserved	critical3	 served	2	gpt2	gpt2	False	1.1803509551100433e-05	16.370424270629883
Ġthe	critical3	 the	3	gpt2	gpt2	False	0.04724870249629021	4.403581142425537
Ġfig	critical3	 figs	4	gpt2	gpt2	False	5.584065092989476e-06	17.450252532958984
s	critical3	 figs	4	gpt2	gpt2	False	0.059071581810712814	4.08139181137085
Ġwas	critical3	 was	5	gpt2	gpt2	False	0.001188325579278171	9.716854095458984
Ġsatisfied	critical3	 satisfied	6	gpt2	gpt2	False	7.261047721840441e-05	13.749462127685547
Ġwith	critical3	 with	7	gpt2	gpt2	False	0.047414880245923996	4.3985161781311035
Ġthe	critical3	 the	8	gpt2	gpt2	False	0.23075129091739655	2.115589141845703
Ġoutcome	critical3	 outcome	9	gpt2	gpt2	False	0.0008930530748330057	10.128966331481934
.	critical3	.	10	gpt2	gpt2	True	0.384333074092865	1.3795708417892456
Ġ	critical3	 	11	gpt2	gpt2	False	0.0008564793970435858	10.18929386138916
The	critical4	The	0	gpt2	gpt2	False	1.0	0.0
Ġgen	critical4	 genie	1	gpt2	gpt2	False	3.926646240870468e-05	14.636343002319336
ie	critical4	 genie	1	gpt2	gpt2	False	0.21440419554710388	2.22159481048584
Ġwho	critical4	 who	2	gpt2	gpt2	False	0.0005421061650849879	10.849136352539062
Ġwas	critical4	 was	3	gpt2	gpt2	False	0.03509598225355148	4.832550048828125
Ġserved	critical4	 served	4	gpt2	gpt2	False	0.00019999318465124816	12.287761688232422
Ġthe	critical4	 the	5	gpt2	gpt2	False	0.04164553061127663	4.585694313049316
Ġfig	critical4	 figs	6	gpt2	gpt2	False	5.797415360575542e-05	14.074230194091797
s	critical4	 figs	6	gpt2	gpt2	False	0.06422694027423859	3.9606776237487793
Ġwas	critical4	 was	7	gpt2	gpt2	False	0.12685228884220123	2.97877836227417
Ġsatisfied	critical4	 satisfied	8	gpt2	gpt2	False	0.00045374539331533015	11.105829238891602
Ġwith	critical4	 with	9	gpt2	gpt2	False	0.23061835765838623	2.1164205074310303
Ġthe	critical4	 the	10	gpt2	gpt2	False	0.2682271897792816	1.8984726667404175
Ġoutcome	critical4	 outcome	11	gpt2	gpt2	False	0.006729620508849621	7.215259075164795
.	critical4	.	12	gpt2	gpt2	True	0.406284898519516	1.2994362115859985
Ġ	critical4	 	13	gpt2	gpt2	False	0.0006134849390946329	10.670683860778809
The	critical1	The	0	distilbert/distilgpt2	distilbert/distilgpt2	False	1.0	0.0
Ġgirl	critical1	 girl	1	distilbert/distilgpt2	distilbert/distilgpt2	False	1.2958112165506463e-06	19.55771255493164
Ġfed	critical1	 fed	2	distilbert/distilgpt2	distilbert/distilgpt2	False	5.163487730897032e-05	14.241294860839844
Ġthe	critical1	 the	3	distilbert/distilgpt2	distilbert/distilgpt2	False	0.11030647903680801	3.180410385131836
Ġlamb	critical1	 lamb	4	distilbert/distilgpt2	distilbert/distilgpt2	False	0.001101170084439218	9.826746940612793
Ġremained	critical1	 remained	5	distilbert/distilgpt2	distilbert/distilgpt2	False	2.0974962353648152e-06	18.862899780273438
Ġrelatively	critical1	 relatively	6	distilbert/distilgpt2	distilbert/distilgpt2	False	0.0004333175893407315	11.172286987304688
Ġcalm	critical1	 calm	7	distilbert/distilgpt2	distilbert/distilgpt2	False	0.02453836426138878	5.348816871643066
Ġdes	critical1	 desipte	8	distilbert/distilgpt2	distilbert/distilgpt2	False	2.1747128187143971e-07	22.132671356201172
ipt	critical1	 desipte	8	distilbert/distilgpt2	distilbert/distilgpt2	False	2.1811267458815564e-07	22.1284236907959
e	critical1	 desipte	8	distilbert/distilgpt2	distilbert/distilgpt2	False	0.025905346497893333	5.27060604095459
Ġasking	critical1	 asking	9	distilbert/distilgpt2	distilbert/distilgpt2	False	1.6945155039138626e-06	19.170696258544922
Ġfor	critical1	 for	10	distilbert/distilgpt2	distilbert/distilgpt2	False	0.240920290350914	2.0533721446990967
Ġchicken	critical1	 chicken	11	distilbert/distilgpt2	distilbert/distilgpt2	False	0.00018741379608400166	12.381484985351562
.	critical1	.	12	distilbert/distilgpt2	distilbert/distilgpt2	True	0.19469571113586426	2.3607068061828613
The	critical2	The	0	distilbert/distilgpt2	distilbert/distilgpt2	False	1.0	0.0
Ġgirl	critical2	 girl	1	distilbert/distilgpt2	distilbert/distilgpt2	False	1.2958112165506463e-06	19.55771255493164
Ġwho	critical2	 who	2	distilbert/distilgpt2	distilbert/distilgpt2	False	0.07503017783164978	3.7363851070404053
Ġwas	critical2	 was	3	distilbert/distilgpt2	distilbert/distilgpt2	False	0.1661708801984787	2.5892603397369385
Ġfed	critical2	 fed	4	distilbert/distilgpt2	distilbert/distilgpt2	False	0.00023611927463207394	12.048196792602539
Ġthe	critical2	 the	5	distilbert/distilgpt2	distilbert/distilgpt2	False	0.058128535747528076	4.104609489440918
Ġlamb	critical2	 lamb	6	distilbert/distilgpt2	distilbert/distilgpt2	False	0.0007710361969657242	10.340913772583008
Ġremained	critical2	 remained	7	distilbert/distilgpt2	distilbert/distilgpt2	False	0.00031288270838558674	11.642090797424316
Ġrelatively	critical2	 relatively	8	distilbert/distilgpt2	distilbert/distilgpt2	False	0.0002827336429618299	11.78826904296875
Ġcalm	critical2	 calm	9	distilbert/distilgpt2	distilbert/distilgpt2	False	0.07569247484207153	3.723706007003784
Ġdespite	critical2	 despite	10	distilbert/distilgpt2	distilbert/distilgpt2	False	0.008921648375689983	6.808474063873291
Ġasking	critical2	 asking	11	distilbert/distilgpt2	distilbert/distilgpt2	False	0.0002785557880997658	11.809745788574219
Ġfor	critical2	 for	12	distilbert/distilgpt2	distilbert/distilgpt2	False	0.28334328532218933	1.8193769454956055
Ġchicken	critical2	 chicken	13	distilbert/distilgpt2	distilbert/distilgpt2	False	0.00012110469106119126	13.011457443237305
.	critical2	.	14	distilbert/distilgpt2	distilbert/distilgpt2	True	0.2152002900838852	2.216247797012329
The	critical3	The	0	distilbert/distilgpt2	distilbert/distilgpt2	False	1.0	0.0
Ġgen	critical3	 genie	1	distilbert/distilgpt2	distilbert/distilgpt2	False	1.5404222608594864e-07	22.630170822143555
ie	critical3	 genie	1	distilbert/distilgpt2	distilbert/distilgpt2	False	0.12521833181381226	2.9974820613861084
Ġserved	critical3	 served	2	distilbert/distilgpt2	distilbert/distilgpt2	False	5.275089279166423e-05	14.210444450378418
Ġthe	critical3	 the	3	distilbert/distilgpt2	distilbert/distilgpt2	False	0.049226224422454834	4.344429016113281
Ġfig	critical3	 figs	4	distilbert/distilgpt2	distilbert/distilgpt2	False	9.7538404588704e-06	16.645597457885742
s	critical3	 figs	4	distilbert/distilgpt2	distilbert/distilgpt2	False	0.16843420267105103	2.5697426795959473
Ġwas	critical3	 was	5	distilbert/distilgpt2	distilbert/distilgpt2	False	9.771403711056337e-05	13.321074485778809
Ġsatisfied	critical3	 satisfied	6	distilbert/distilgpt2	distilbert/distilgpt2	False	0.00011054809874622151	13.143037796020508
Ġwith	critical3	 with	7	distilbert/distilgpt2	distilbert/distilgpt2	False	0.1561642587184906	2.678863763809204
Ġthe	critical3	 the	8	distilbert/distilgpt2	distilbert/distilgpt2	False	0.3222324252128601	1.6338262557983398
Ġoutcome	critical3	 outcome	9	distilbert/distilgpt2	distilbert/distilgpt2	False	0.006872459314763546	7.184957504272461
.	critical3	.	10	distilbert/distilgpt2	distilbert/distilgpt2	True	0.336433082818985	1.5716084241867065
Ġ	critical3	 	11	distilbert/distilgpt2	distilbert/distilgpt2	False	0.0011180636938661337	9.804781913757324
The	critical4	The	0	distilbert/distilgpt2	distilbert/distilgpt2	False	1.0	0.0
Ġgen	critical4	 genie	1	distilbert/distilgpt2	distilbert/distilgpt2	False	1.5404251030304295e-07	22.63016700744629
ie	critical4	 genie	1	distilbert/distilgpt2	distilbert/distilgpt2	False	0.1252194344997406	2.997469425201416
Ġwho	critical4	 who	2	distilbert/distilgpt2	distilbert/distilgpt2	False	0.0007160098757594824	10.447732925415039
Ġwas	critical4	 was	3	distilbert/distilgpt2	distilbert/distilgpt2	False	0.012512760236859322	6.320456027984619
Ġserved	critical4	 served	4	distilbert/distilgpt2	distilbert/distilgpt2	False	0.000229071025387384	12.091917037963867
Ġthe	critical4	 the	5	distilbert/distilgpt2	distilbert/distilgpt2	False	0.08300382643938065	3.5906782150268555
Ġfig	critical4	 figs	6	distilbert/distilgpt2	distilbert/distilgpt2	False	4.749316940433346e-05	14.361920356750488
s	critical4	 figs	6	distilbert/distilgpt2	distilbert/distilgpt2	False	0.040862731635570526	4.613070487976074
Ġwas	critical4	 was	7	distilbert/distilgpt2	distilbert/distilgpt2	False	0.008837348781526089	6.822170734405518
Ġsatisfied	critical4	 satisfied	8	distilbert/distilgpt2	distilbert/distilgpt2	False	0.00015513281687162817	12.654208183288574
Ġwith	critical4	 with	9	distilbert/distilgpt2	distilbert/distilgpt2	False	0.2539856433868408	1.9771809577941895
Ġthe	critical4	 the	10	distilbert/distilgpt2	distilbert/distilgpt2	False	0.29224008321762085	1.7747739553451538
Ġoutcome	critical4	 outcome	11	distilbert/distilgpt2	distilbert/distilgpt2	False	0.016768213361501694	5.89812707901001
.	critical4	.	12	distilbert/distilgpt2	distilbert/distilgpt2	True	0.3296545743942261	1.6009728908538818
Ġ	critical4	 	13	distilbert/distilgpt2	distilbert/distilgpt2	False	0.0009807324968278408	9.993852615356445
